name,birthyear,language,lat,lng,gender,interests
Tara Adams,1945,French,46.18396,6.10237,f,swim
Kathryn Estrada,1952,French,47.30997,8.52462,f,swim
Alicia Estrada,1944,French,47.30997,8.52462,f,children;swim
Kara Walters,1939,French,46.18396,6.10237,f,knitting
Melissa Briggs,1946,French,46.18396,6.10237,f,swim
Thomas Hernandez,1941,French,47.30997,8.52462,m,gardening
Ashley Brown,1944,French,46.18396,6.10237,f,castles
Jennifer Bartlett,1940,French,46.18396,6.10237,f,castles
Andrew Hall,1941,French,46.18396,6.10237,m,castles
Randall Smith,1952,French,46.18396,6.10237,m,knitting
Robin Kennedy,1934,German,47.30997,8.52462,f,cats;children;castles;knitting
Brian Stevens,1936,French,47.30997,8.52462,m,cats;swim
Darlene Carter,1929,French,47.30997,8.52462,f,jazz
Amy Mosley,1951,German,46.18396,6.10237,f,jazz
Victoria Cox,1948,German,47.30997,8.52462,f,knitting
Thomas Hines,1944,French,47.30997,8.52462,m,knitting
Sharon Lee,1943,French,47.30997,8.52462,f,jazz;swim
Stephanie Schneider,1947,French,47.30997,8.52462,f,knitting
Theodore White,1936,French,46.18396,6.10237,m,swim
Leah Fox,1938,French,47.30997,8.52462,f,castles;knitting;swim
Jennifer Webb,1951,French,46.18396,6.10237,f,jazz
James Meyer,1945,German,46.18396,6.10237,m,children
Jason Lawrence,1943,German,46.18396,6.10237,m,jazz
Kayla Johnson,1933,French,46.18396,6.10237,f,knitting
Kimberly Marshall,1943,German,47.30997,8.52462,f,jazz;knitting
Danielle Roman,1942,French,47.30997,8.52462,f,children;jazz
Jessica Gomez,1931,German,47.30997,8.52462,f,children
Kenneth Conway,1943,French,47.30997,8.52462,m,jazz
Devin Summers,1945,German,46.18396,6.10237,m,castles;gardening;knitting
Alexandra Farmer,1933,French,46.18396,6.10237,f,swim
Katherine Anderson,1932,French,46.18396,6.10237,f,knitting
Dean Davis,1938,German,47.30997,8.52462,m,knitting;swim
Benjamin Reyes,1944,French,46.18396,6.10237,m,castles;swim
Randy Walsh,1953,German,46.18396,6.10237,m,knitting
Travis Johnson,1948,French,47.30997,8.52462,m,children;castles;swim
Marcus Johnson,1952,French,47.30997,8.52462,m,swim
Michael Swanson,1933,French,47.30997,8.52462,m,children
Erin Briggs,1937,French,47.30997,8.52462,f,children;castles
Jorge Combs,1938,German,47.30997,8.52462,m,cats;swim
Mrs. Kimberly Graves,1951,German,46.18396,6.10237,f,knitting
Patricia Barnes,1937,German,46.18396,6.10237,f,cats;castles;knitting
Brianna Glenn,1942,French,47.30997,8.52462,f,cats;knitting
Jason Larson,1943,German,46.18396,6.10237,m,children;swim
Mr. Richard Harris,1952,French,46.18396,6.10237,m,knitting;swim
Bruce Moore,1944,German,46.18396,6.10237,m,knitting
Amber Lopez,1942,German,47.30997,8.52462,f,castles
Richard Payne,1940,German,47.30997,8.52462,m,gardening
Robert Walker,1929,German,46.18396,6.10237,m,swim
Angela Stanley,1939,German,47.30997,8.52462,f,jazz
Taylor Clark,1944,German,47.30997,8.52462,f,children;gardening
Michael Bryan,1943,German,46.18396,6.10237,m,cats;castles
Timothy Jones,1944,German,46.18396,6.10237,m,knitting
Rebecca Rodriguez,1938,German,46.18396,6.10237,f,castles
Stacy Wise,1930,German,47.30997,8.52462,f,gardening
John Hart,1938,French,47.30997,8.52462,m,swim
Christopher Maldonado,1931,French,46.18396,6.10237,m,dogs
Melissa Smith,1939,German,47.30997,8.52462,f,knitting
Michelle Johnson,1952,French,46.18396,6.10237,f,castles;knitting;swim
Jessica Davis,1952,French,46.18396,6.10237,f,knitting
Sydney Stevens,1937,French,46.18396,6.10237,f,knitting;swim
Kristopher Jensen,1944,German,47.30997,8.52462,m,cats;gardening;knitting
Virginia Schwartz,1928,French,46.18396,6.10237,f,dogs
Juan Griffin,1928,German,46.18396,6.10237,m,dogs
Ann Ramos,1941,German,46.18396,6.10237,f,castles
Phillip Smith,1940,French,46.18396,6.10237,m,knitting
Randall Fox,1951,German,47.30997,8.52462,m,swim
Allison Greer,1939,German,47.30997,8.52462,f,gardening
Lisa Rodriguez,1928,German,46.18396,6.10237,f,swim
Nicole Baker,1937,German,46.18396,6.10237,f,castles
Tammy Bowers,1938,French,47.30997,8.52462,f,swim
Annette Scott,1931,German,46.18396,6.10237,f,children;swim
Jamie Hall,1946,German,46.18396,6.10237,f,children;jazz
Ronald Turner,1951,French,46.18396,6.10237,m,castles
Kevin Bean,1947,German,46.18396,6.10237,m,jazz;castles
Joseph Gates,1942,German,46.18396,6.10237,m,swim
Ana Evans,1944,French,47.30997,8.52462,f,children;castles;knitting
David Wilson,1939,French,47.30997,8.52462,m,castles
Shelby Carrillo,1943,French,46.18396,6.10237,f,gardening
Caitlin Lopez,1935,French,47.30997,8.52462,f,knitting
Jeffrey Miranda,1947,French,46.18396,6.10237,m,jazz;swim
Valerie Small,1933,French,47.30997,8.52462,f,swim
Samantha Wilson,1940,German,47.30997,8.52462,f,castles
Michelle Steele,1950,French,46.18396,6.10237,f,gardening
Seth Everett,1931,German,46.18396,6.10237,m,cats;dogs;knitting
Jason Cochran,1940,German,47.30997,8.52462,m,children;knitting
Richard Young,1946,German,46.18396,6.10237,m,children
Ryan Mercado,1932,French,47.30997,8.52462,m,dogs;jazz
Gary George,1934,German,46.18396,6.10237,m,castles;swim
Ryan Mann,1933,French,46.18396,6.10237,m,cats;castles
Tammy Gibbs,1942,French,46.18396,6.10237,f,knitting
Christopher Barnes,1929,German,46.18396,6.10237,m,dogs
William Francis,1928,German,46.18396,6.10237,m,knitting
Jason Morales,1951,German,46.18396,6.10237,m,swim
Michael Kelly,1947,French,46.18396,6.10237,m,gardening
Cynthia Cox,1950,French,46.18396,6.10237,f,children
Nancy Snow DDS,1938,French,47.30997,8.52462,f,dogs;knitting
Jordan Powell,1946,French,46.18396,6.10237,m,knitting
Wesley Thomas,1946,German,46.18396,6.10237,m,children;jazz
Grant Lopez,1932,German,47.30997,8.52462,m,swim
Mr. Dillon Mcgee,1938,French,47.30997,8.52462,m,gardening
Kristin Miller,1947,German,46.18396,6.10237,f,castles;knitting;swim
Matthew Scott,1946,German,46.18396,6.10237,m,dogs
Brittany Alvarez,1934,French,47.30997,8.52462,f,children
Jason Baxter,1938,German,47.30997,8.52462,m,swim
Robert Flores,1946,French,47.30997,8.52462,m,dogs;jazz
Elizabeth Sawyer,1936,German,47.30997,8.52462,f,cats;gardening
Chelsea Suarez,1935,German,46.18396,6.10237,f,gardening;swim
Andrea Hood,1946,German,46.18396,6.10237,f,gardening;swim
Chad Huffman,1951,French,46.18396,6.10237,m,dogs;jazz;knitting;swim
Danielle Guerrero,1942,French,47.30997,8.52462,f,dogs;castles;swim
Joshua Martin,1953,German,46.18396,6.10237,m,children;castles
Jonathan Gomez,1940,German,47.30997,8.52462,m,swim
Jennifer Green,1933,French,47.30997,8.52462,f,cats;knitting
Michael Curtis,1929,German,47.30997,8.52462,m,cats;jazz;swim
Tamara Freeman,1951,French,46.18396,6.10237,f,castles
Grant Mooney,1936,French,46.18396,6.10237,m,knitting;swim
Richard Foster,1947,German,47.30997,8.52462,m,knitting
Deborah French,1947,French,46.18396,6.10237,f,cats;castles;knitting
Shannon Wilson,1944,French,46.18396,6.10237,f,jazz;castles
Teresa Murray,1931,French,46.18396,6.10237,f,gardening;swim
Mark Eaton,1936,German,47.30997,8.52462,m,dogs
Dave Santiago,1946,French,46.18396,6.10237,m,jazz
Brett House,1947,French,47.30997,8.52462,m,dogs
Hunter Medina,1949,German,46.18396,6.10237,m,gardening
Jennifer Hood,1942,French,47.30997,8.52462,f,jazz;castles
Rachael Mcclure,1933,French,46.18396,6.10237,f,gardening;swim
Michaela Roy,1952,French,46.18396,6.10237,f,jazz;knitting;swim
Erica Robinson,1945,French,47.30997,8.52462,f,children
Travis Clayton,1940,French,47.30997,8.52462,m,children;castles
Jeffrey Martin,1947,French,47.30997,8.52462,m,children;knitting
Elizabeth Olson,1949,French,47.30997,8.52462,f,children;castles;swim
Christina Gould,1952,German,47.30997,8.52462,f,gardening
Richard Reed,1931,German,47.30997,8.52462,m,dogs;knitting
Leslie Young,1933,German,47.30997,8.52462,f,swim
Samantha Weber,1948,German,47.30997,8.52462,f,jazz
Lauren Perez,1951,German,46.18396,6.10237,f,swim
Misty Garcia,1933,German,46.18396,6.10237,f,swim
Michael Goodman,1931,French,47.30997,8.52462,m,swim
Mr. Joseph Kerr,1929,French,46.18396,6.10237,m,swim
Jeremy Pennington DDS,1944,French,47.30997,8.52462,m,swim
Christopher Miller,1929,French,47.30997,8.52462,m,knitting
Betty Adams,1931,French,46.18396,6.10237,f,jazz;gardening;knitting;swim
Tara Barrett,1938,French,46.18396,6.10237,f,children
Teresa Wright,1947,French,47.30997,8.52462,f,gardening
Julie Hall,1950,French,47.30997,8.52462,f,dogs;gardening
Mark Hines,1944,French,46.18396,6.10237,m,swim
Amanda Reed,1937,French,46.18396,6.10237,f,gardening
Felicia Le,1940,French,47.30997,8.52462,f,children
Charles Golden,1937,German,46.18396,6.10237,m,dogs;knitting
Annette Rodriguez,1952,French,46.18396,6.10237,f,castles;swim
Mary Rosario,1937,German,47.30997,8.52462,f,dogs
Stephanie Hernandez,1944,German,46.18396,6.10237,f,gardening
Kim Simmons,1950,French,47.30997,8.52462,f,dogs
George Hamilton,1951,French,47.30997,8.52462,m,children;castles;swim
Victoria Jackson,1931,German,46.18396,6.10237,f,gardening
John Anderson,1942,German,46.18396,6.10237,m,dogs;castles;swim
Stephen Fields,1945,French,47.30997,8.52462,m,jazz
Jacqueline Perez,1943,German,47.30997,8.52462,f,dogs;gardening;swim
Caitlyn Schwartz DVM,1944,French,47.30997,8.52462,f,castles
William Roberts,1935,French,46.18396,6.10237,m,gardening
Stacy Williams,1951,German,47.30997,8.52462,f,jazz;swim
Veronica Jones,1932,French,46.18396,6.10237,f,gardening;knitting
Debra Wilcox,1942,French,47.30997,8.52462,f,knitting
Travis Herrera,1939,German,46.18396,6.10237,m,swim
Jesse Moore,1949,French,47.30997,8.52462,m,knitting
Tanner Hansen,1939,German,46.18396,6.10237,m,cats;children;castles;knitting
Nicole Burnett,1947,German,46.18396,6.10237,f,gardening
Lindsay Olson,1942,French,47.30997,8.52462,f,castles;knitting
Tara Logan,1934,French,47.30997,8.52462,f,swim
Gary Sullivan,1942,French,47.30997,8.52462,m,dogs
Carol Martinez,1942,French,47.30997,8.52462,f,dogs
Megan Mitchell,1953,French,47.30997,8.52462,f,knitting
John Tucker,1934,French,47.30997,8.52462,m,swim
Anna Watson,1929,German,46.18396,6.10237,f,jazz
Charles Carrillo,1948,French,47.30997,8.52462,m,cats;children
Jesse Medina,1946,German,47.30997,8.52462,m,castles
Deborah Moore,1944,German,47.30997,8.52462,f,gardening;swim
Kenneth Brown,1937,German,46.18396,6.10237,m,gardening
Michael Bernard,1934,French,46.18396,6.10237,m,swim
Joseph Davenport,1935,French,47.30997,8.52462,m,cats;children
Brian Pearson,1932,French,47.30997,8.52462,m,knitting
Erica Hall,1946,German,47.30997,8.52462,f,swim
Rita Lopez,1941,French,46.18396,6.10237,f,children
Kenneth Daniels,1939,German,47.30997,8.52462,m,gardening
Matthew Brown,1934,French,47.30997,8.52462,m,cats;gardening;knitting
Kenneth Bowman,1941,German,46.18396,6.10237,m,swim
Angelica Moore,1936,German,46.18396,6.10237,f,knitting
Patrick Wong,1933,German,46.18396,6.10237,m,dogs;swim
Brendan Peterson,1940,French,47.30997,8.52462,m,jazz;swim
Ethan Mendoza,1930,French,46.18396,6.10237,m,dogs
Tina Sweeney,1948,French,47.30997,8.52462,f,cats;swim
Harold Kim,1951,French,46.18396,6.10237,m,swim
Christopher Frazier,1940,German,46.18396,6.10237,m,dogs;swim
Christopher Brown,1934,German,47.30997,8.52462,m,castles
Toni Sanchez,1930,French,46.18396,6.10237,f,cats;children;swim
Emily Monroe,1943,German,46.18396,6.10237,f,dogs;knitting
Joshua Torres,1934,German,46.18396,6.10237,m,dogs
Nicole Gonzalez,1945,German,47.30997,8.52462,f,gardening;swim
James Carr,1940,French,46.18396,6.10237,m,jazz;swim
Adam Duran,1942,German,47.30997,8.52462,m,castles
Justin Jackson,1952,French,47.30997,8.52462,m,knitting
Jonathan Golden IV,1935,German,47.30997,8.52462,m,children
Dean Smith,1934,German,46.18396,6.10237,m,cats
Richard Nelson,1951,German,46.18396,6.10237,m,cats;swim
Jennifer Jordan,1942,German,47.30997,8.52462,f,children;swim
Tyler Ferrell,1939,French,46.18396,6.10237,m,castles
Joel Johnson,1942,German,47.30997,8.52462,m,castles
Derek Tran,1952,German,46.18396,6.10237,m,castles
Nathan Snyder,1942,German,46.18396,6.10237,m,jazz;swim
Annette Lyons,1930,French,47.30997,8.52462,f,knitting
Donald Johns,1952,French,47.30997,8.52462,m,jazz;castles
Melissa Smith,1933,German,47.30997,8.52462,f,cats;gardening
Jonathan Sanchez,1938,German,46.18396,6.10237,m,castles
Benjamin Pierce,1934,German,46.18396,6.10237,m,dogs
Joseph Buchanan,1951,German,46.18396,6.10237,m,knitting;swim
Kenneth Diaz,1929,French,47.30997,8.52462,m,swim
Charlotte Freeman,1930,French,46.18396,6.10237,f,children;jazz
Sharon Nguyen,1951,French,47.30997,8.52462,f,swim
Emily Randall,1930,French,47.30997,8.52462,f,gardening;knitting
Brian Cruz,1942,German,46.18396,6.10237,m,children;gardening
Tina Young,1930,German,46.18396,6.10237,f,cats;swim
Stacey Williamson,1947,French,47.30997,8.52462,f,jazz;castles
Jamie Jones,1945,French,46.18396,6.10237,f,jazz;castles
Jeffrey Ford,1952,German,46.18396,6.10237,m,gardening
Patrick Gardner,1947,French,47.30997,8.52462,m,swim
Lisa Hamilton,1942,German,46.18396,6.10237,f,children;castles;swim
Kimberly Orr,1931,German,46.18396,6.10237,f,jazz;castles
Wendy Hicks,1933,French,47.30997,8.52462,f,swim
Jacob Solomon,1928,French,46.18396,6.10237,m,swim
Jerome Robbins,1936,German,46.18396,6.10237,m,children;knitting
Alexander Johnson,1941,German,46.18396,6.10237,m,castles;knitting
Amanda Nichols MD,1932,French,46.18396,6.10237,f,cats;gardening
Leslie Jackson,1936,French,46.18396,6.10237,f,children
Louis Olson,1944,French,46.18396,6.10237,m,children;gardening
Emily Sherman,1947,German,47.30997,8.52462,f,dogs;castles
Michael Kane,1929,German,47.30997,8.52462,m,children;swim
Lauren Allen,1930,German,47.30997,8.52462,f,jazz
Christopher Sutton,1951,French,47.30997,8.52462,m,children
Timothy Russell,1940,French,47.30997,8.52462,m,castles
Derek Thompson,1950,French,46.18396,6.10237,m,swim
Samuel Anderson,1951,German,46.18396,6.10237,m,castles;knitting;swim
Sabrina Henderson,1933,German,47.30997,8.52462,f,children
Joshua Osborne,1945,French,46.18396,6.10237,m,dogs
Jose Steele,1941,French,46.18396,6.10237,m,children;swim
Anthony Davis,1941,French,46.18396,6.10237,m,children;castles;knitting
Jose Sims,1929,German,46.18396,6.10237,m,castles
Joann Barnes MD,1930,German,46.18396,6.10237,f,knitting
Amy Roberts,1935,German,47.30997,8.52462,f,dogs
Carmen Mayo,1930,French,47.30997,8.52462,f,knitting;swim
Michael Rodriguez,1945,German,47.30997,8.52462,m,cats;children
Erica Gonzalez,1928,German,47.30997,8.52462,f,cats
Benjamin Mitchell,1930,German,47.30997,8.52462,m,dogs;castles
Brandon Anderson,1934,French,46.18396,6.10237,m,swim
Nicole Edwards,1928,German,46.18396,6.10237,f,castles
James Simmons,1944,French,46.18396,6.10237,m,cats;dogs;jazz
Alyssa Lawrence,1931,French,47.30997,8.52462,f,dogs
Janet Watson,1933,German,46.18396,6.10237,f,castles;swim
Cindy Lewis,1952,German,47.30997,8.52462,f,cats
Jaime Williams,1953,French,47.30997,8.52462,f,castles
Jordan Perry,1945,German,46.18396,6.10237,m,cats;swim
Casey Cole,1940,German,47.30997,8.52462,m,dogs
Rebekah Juarez,1940,French,46.18396,6.10237,f,jazz
Patricia Camacho,1946,French,46.18396,6.10237,f,jazz;knitting
Jacqueline Miller,1944,German,46.18396,6.10237,f,jazz
Molly Brown,1936,German,47.30997,8.52462,f,swim
Brian Alvarez,1945,German,46.18396,6.10237,m,dogs;children
Rick Chaney,1952,German,47.30997,8.52462,m,dogs;gardening
Ruth Martin,1934,German,46.18396,6.10237,f,gardening;knitting
Russell Everett,1945,French,46.18396,6.10237,m,swim
Michael Brady,1942,German,47.30997,8.52462,m,children;castles
Sarah Brown,1932,German,46.18396,6.10237,f,swim
Jeremiah Lopez,1929,German,46.18396,6.10237,m,castles
Patrick Rodriguez,1938,French,47.30997,8.52462,m,children;swim
Dennis Richardson,1948,French,46.18396,6.10237,m,children
Scott Johnson,1930,French,46.18396,6.10237,m,cats;gardening;knitting;swim
Ashley Morgan,1940,French,47.30997,8.52462,f,knitting;swim
Jessica Evans,1948,German,47.30997,8.52462,f,cats;children;swim
Angela Stark,1953,German,47.30997,8.52462,f,gardening
Sharon Rogers,1932,French,47.30997,8.52462,f,children
Elizabeth Villarreal,1929,German,46.18396,6.10237,f,knitting
Kevin Rodgers,1943,German,47.30997,8.52462,m,gardening
Bradley Johnson,1932,French,46.18396,6.10237,m,castles
David Davis,1944,German,46.18396,6.10237,m,swim
Melinda Roberts,1952,French,46.18396,6.10237,f,cats
James Lewis,1948,French,46.18396,6.10237,m,swim
Erin Chapman,1938,German,46.18396,6.10237,f,knitting
Katherine Martinez,1946,French,46.18396,6.10237,f,jazz;swim
Angela Cox,1936,French,46.18396,6.10237,f,gardening
Kevin Garner,1944,German,46.18396,6.10237,m,gardening
Stephanie Tanner,1939,German,46.18396,6.10237,f,knitting
Rachel Smith,1942,German,46.18396,6.10237,f,jazz
Noah Fisher,1937,French,47.30997,8.52462,m,gardening
Jessica Acosta,1937,German,47.30997,8.52462,f,cats;gardening
Kevin Jennings,1939,German,46.18396,6.10237,m,jazz
Cynthia Hebert,1943,French,47.30997,8.52462,f,dogs;knitting
Tyler Richmond,1944,German,46.18396,6.10237,m,cats;swim
Melinda Anderson,1947,French,47.30997,8.52462,f,jazz;swim
Richard Price,1949,French,47.30997,8.52462,m,children;knitting
Mr. Gilbert Andrews,1942,German,47.30997,8.52462,m,cats;swim
David Haynes,1943,German,46.18396,6.10237,m,jazz
Robert Smith,1948,French,46.18396,6.10237,m,castles
Destiny Montgomery,1948,French,47.30997,8.52462,f,cats;gardening;knitting
Jermaine Byrd,1948,French,47.30997,8.52462,m,children
James Osborn,1943,German,47.30997,8.52462,m,knitting
Michele Bell,1929,French,46.18396,6.10237,f,cats;castles;knitting
Jared Chaney,1937,French,47.30997,8.52462,m,children;gardening
Mr. Adrian Adams II,1931,German,47.30997,8.52462,m,swim
Nicholas Best,1947,French,46.18396,6.10237,m,swim
Megan Hamilton,1935,French,47.30997,8.52462,f,children;jazz;gardening
Stephanie Glover,1943,French,46.18396,6.10237,f,swim
Brianna Turner,1951,French,47.30997,8.52462,f,cats
Erin Mendez,1929,German,47.30997,8.52462,f,cats;dogs;swim
Jackson Galvan,1940,German,46.18396,6.10237,m,cats;gardening
Christopher Daugherty,1931,German,46.18396,6.10237,m,dogs;knitting
Jorge Cohen,1951,German,47.30997,8.52462,m,knitting
Mr. Mark Hill PhD,1932,German,47.30997,8.52462,m,cats;children
Kimberly Spencer,1949,French,47.30997,8.52462,f,children;gardening
Cynthia Kramer,1947,French,47.30997,8.52462,f,jazz;castles
Heather Gray,1936,German,47.30997,8.52462,f,castles;gardening;knitting
Alyssa Jones,1945,German,47.30997,8.52462,f,castles
Dennis Hunter,1929,French,46.18396,6.10237,m,children
Jean Castillo,1949,French,47.30997,8.52462,f,swim
Angela Jordan,1940,German,47.30997,8.52462,f,children
Deborah Alvarez,1944,German,47.30997,8.52462,f,dogs;knitting
Mike Smith,1943,German,47.30997,8.52462,m,cats;swim
Ashley Olson,1948,French,46.18396,6.10237,f,cats;castles
Linda Bowers,1930,German,46.18396,6.10237,f,dogs;castles;knitting
Michael Lang,1951,French,47.30997,8.52462,m,cats;children;castles;gardening
Richard Frank,1946,German,47.30997,8.52462,m,gardening;swim
Maureen Barrett,1943,French,47.30997,8.52462,f,swim
Deborah Brown,1944,German,46.18396,6.10237,f,castles
Angela Williams,1943,German,47.30997,8.52462,f,jazz;castles
James Diaz,1946,French,47.30997,8.52462,m,children
Jonathan Taylor,1931,French,46.18396,6.10237,m,jazz
Christina Watson,1946,German,47.30997,8.52462,f,castles
Kelsey Irwin,1931,German,47.30997,8.52462,f,children
Andrew Escobar,1941,German,47.30997,8.52462,m,castles
Laura Molina,1943,French,47.30997,8.52462,f,jazz;swim
Daisy Mosley,1935,French,46.18396,6.10237,f,knitting
Gregory Peterson,1937,German,47.30997,8.52462,m,jazz
Justin Knight,1944,French,46.18396,6.10237,m,dogs
Jennifer Gordon,1948,German,46.18396,6.10237,f,jazz;gardening
Nicholas Simpson,1930,French,47.30997,8.52462,m,dogs
Paul Anderson,1943,German,47.30997,8.52462,m,dogs
Cassidy Gordon,1949,German,46.18396,6.10237,f,children;castles;swim
Lisa King,1940,German,46.18396,6.10237,f,cats;castles
John Campbell,1936,German,47.30997,8.52462,m,swim
Levi Alexander,1931,German,46.18396,6.10237,m,children;jazz
Michelle Merritt,1948,French,46.18396,6.10237,f,cats;children;jazz;knitting
Gregory Roman,1947,French,46.18396,6.10237,m,castles
Nathan Lopez,1928,French,47.30997,8.52462,m,jazz
Lisa Reed,1937,French,47.30997,8.52462,f,cats;gardening
David Dixon,1944,German,46.18396,6.10237,m,dogs
Mark Hughes,1945,French,46.18396,6.10237,m,gardening;knitting
Nathan Davis,1953,German,46.18396,6.10237,m,children;castles
Keith Smith,1939,German,47.30997,8.52462,m,dogs;children;castles
Andrew Coleman,1943,French,46.18396,6.10237,m,castles
Angela Livingston,1952,French,47.30997,8.52462,f,dogs;gardening;knitting
Cameron Grant,1945,German,47.30997,8.52462,m,cats;castles
John Garrett,1936,French,46.18396,6.10237,m,cats;swim
Julie Simon,1951,German,47.30997,8.52462,f,cats;swim
Cody Cooper,1929,German,46.18396,6.10237,m,jazz;knitting
Katrina Frost,1938,German,46.18396,6.10237,f,dogs;jazz
Victoria Mullins,1946,German,46.18396,6.10237,f,knitting
Logan Roy,1946,German,46.18396,6.10237,m,swim
John Pennington,1934,German,46.18396,6.10237,m,castles
Brenda Butler,1952,German,46.18396,6.10237,f,knitting
Jessica Martinez,1950,French,46.18396,6.10237,f,knitting
Lisa Watson,1950,German,46.18396,6.10237,f,swim
Lonnie Bradshaw,1943,French,46.18396,6.10237,m,children;swim
Kimberly Smith,1931,French,47.30997,8.52462,f,dogs;knitting;swim
Colleen Reid,1940,German,46.18396,6.10237,f,castles;gardening
Kaitlyn Davis,1945,French,47.30997,8.52462,f,castles;gardening;knitting
Jeremy Clark,1939,German,46.18396,6.10237,m,cats;dogs;knitting
Sandra Villarreal,1942,French,47.30997,8.52462,f,jazz;castles
Benjamin Rodriguez,1929,German,47.30997,8.52462,m,children;castles
William Grant MD,1939,French,46.18396,6.10237,m,cats;dogs;gardening
Jesus Phillips,1941,French,46.18396,6.10237,m,castles
Melissa Joyce,1936,German,46.18396,6.10237,f,jazz
Kelly Hall,1952,French,46.18396,6.10237,f,dogs
Matthew Jackson,1945,French,46.18396,6.10237,m,jazz
Bethany Long,1929,German,47.30997,8.52462,f,cats;children;jazz
Karen Griffith,1932,French,46.18396,6.10237,f,jazz
Alyssa Long,1942,French,46.18396,6.10237,f,gardening;swim
Eric Hoover,1938,German,47.30997,8.52462,m,castles
Nicholas Franklin,1940,German,46.18396,6.10237,m,dogs;children;castles
Daniel Wilson,1935,French,47.30997,8.52462,m,gardening;knitting
Julie Briggs,1935,French,47.30997,8.52462,f,jazz
Donna Nelson,1933,French,46.18396,6.10237,f,cats;jazz
Kathleen Raymond,1929,French,46.18396,6.10237,f,cats;dogs;gardening
Shelby Vega,1943,German,46.18396,6.10237,f,children
Richard Parks,1936,German,47.30997,8.52462,m,dogs;jazz
Cheryl Rogers,1943,French,47.30997,8.52462,f,dogs;castles
Ricky Stevens,1946,French,47.30997,8.52462,m,swim
David Francis,1940,French,46.18396,6.10237,m,castles
Raymond Bailey DVM,1945,French,47.30997,8.52462,m,castles
Bonnie Jackson,1947,French,47.30997,8.52462,f,knitting
David Carrillo,1929,German,46.18396,6.10237,m,castles;gardening
Christian Miranda,1929,German,47.30997,8.52462,m,children;knitting
Erin Ramirez,1941,French,47.30997,8.52462,f,swim
Carmen Mitchell,1935,German,46.18396,6.10237,f,cats
Julie Mitchell,1946,German,46.18396,6.10237,f,gardening
Erin Cummings,1953,German,46.18396,6.10237,f,cats;knitting
Douglas Espinoza,1949,German,46.18396,6.10237,m,cats;gardening;swim
Brett Thompson,1943,German,47.30997,8.52462,m,swim
Nathan Carter,1951,German,46.18396,6.10237,m,cats;dogs
Stephanie Taylor,1949,French,47.30997,8.52462,f,knitting
Sarah Morgan,1948,French,46.18396,6.10237,f,dogs;knitting
Caitlin Mendoza,1930,French,47.30997,8.52462,f,dogs
Walter Castillo,1943,French,46.18396,6.10237,m,jazz;swim
William Johnson,1936,German,47.30997,8.52462,m,children;swim
Kelly Mooney,1935,German,46.18396,6.10237,f,children;knitting
Kevin Barrett,1952,German,47.30997,8.52462,m,children
Stephen Rodriguez,1934,French,46.18396,6.10237,m,castles;knitting
Andrew Hill,1928,German,47.30997,8.52462,m,dogs;knitting
Tamara Dixon,1949,German,47.30997,8.52462,f,cats;children
Jacqueline Meyers,1948,French,47.30997,8.52462,f,children;knitting
Chelsea Fisher,1938,French,47.30997,8.52462,f,knitting
Becky Gibson DDS,1949,French,47.30997,8.52462,f,gardening
Julie Woodward,1946,French,46.18396,6.10237,f,castles
Ricky Anderson,1928,French,47.30997,8.52462,m,knitting
Paul Ortiz,1943,French,47.30997,8.52462,m,castles
Jason Walker,1930,German,46.18396,6.10237,m,children;swim
Jason Henry,1929,German,47.30997,8.52462,m,dogs;jazz;knitting
Amy Parsons,1947,French,47.30997,8.52462,f,jazz;knitting
Krystal Wiggins,1936,German,46.18396,6.10237,f,gardening
Stacey Morrison,1941,French,46.18396,6.10237,f,castles;swim
Jennifer Daniels,1932,French,46.18396,6.10237,f,castles
Laura Carson,1935,German,47.30997,8.52462,f,cats
Lisa James,1942,German,47.30997,8.52462,f,gardening;knitting
Donald Bryan,1949,German,46.18396,6.10237,m,children;knitting
Dana Flores,1938,French,46.18396,6.10237,f,gardening
Stephanie Barry,1935,German,46.18396,6.10237,f,knitting
April Miranda,1937,German,46.18396,6.10237,f,knitting
Taylor Lopez,1929,French,47.30997,8.52462,f,jazz;castles;knitting
Laura Berry,1928,French,47.30997,8.52462,f,swim
Gloria Thomas,1947,French,46.18396,6.10237,f,swim
Patricia Ray,1930,German,47.30997,8.52462,f,jazz;gardening
David Cox,1939,French,46.18396,6.10237,m,gardening;knitting
George Hicks,1938,German,46.18396,6.10237,m,gardening
Michele Harris,1930,French,47.30997,8.52462,f,jazz;swim
Jennifer Williamson,1951,French,46.18396,6.10237,f,cats;gardening;swim
Vanessa Frank,1941,French,46.18396,6.10237,f,cats;castles
Jennifer Duncan,1942,French,46.18396,6.10237,f,castles
Jeremy Mcgrath,1933,French,47.30997,8.52462,m,knitting
Jacob Vargas,1947,German,46.18396,6.10237,m,cats;swim
Tyler Massey,1945,German,47.30997,8.52462,m,gardening
Micheal Smith,1931,French,47.30997,8.52462,m,jazz;castles
Alexandra Huerta,1950,French,47.30997,8.52462,f,swim
James Moore,1937,German,47.30997,8.52462,m,swim
Dr. Jacqueline Griffin,1932,German,47.30997,8.52462,f,gardening
Dawn Porter,1930,German,46.18396,6.10237,f,castles;knitting
Jamie Strong,1945,German,47.30997,8.52462,f,castles
Joshua Brown,1944,German,46.18396,6.10237,m,cats;dogs;knitting;swim
